"seq","sec","x","y"
24856,124.28,-6.958545207977295,-1.5028290748596191
24857,124.285,-6.9581298828125,-1.4968434572219849
24858,124.29,-6.9577107429504395,-1.4908580780029297
24859,124.295,-6.957289218902588,-1.484872817993164
24860,124.3,-6.956863880157471,-1.4788877964019775
24861,124.305,-6.9564361572265625,-1.4729030132293701
24862,124.31,-6.956005096435547,-1.4669184684753418
24863,124.315,-6.955516815185547,-1.4601917266845703
24864,124.32,-6.955011367797852,-1.4534587860107422
24865,124.325,-6.954489231109619,-1.4467272758483887
24866,124.33,-6.953949928283691,-1.4399969577789307
24867,124.335,-6.953393936157227,-1.4332679510116577
24868,124.34,-6.952821254730225,-1.426540493965149
24869,124.345,-6.952231407165527,-1.4198144674301147
24870,124.35,-6.951624870300293,-1.4130898714065552
24871,124.355,-6.951001167297363,-1.4063668251037598
24872,124.36,-6.950360298156738,-1.3996453285217285
24873,124.365,-6.949703216552734,-1.3929256200790405
24874,124.37,-6.949028968811035,-1.3862074613571167
24875,124.375,-6.948337554931641,-1.3794910907745361
24876,124.38,-6.947629928588867,-1.3727765083312988
24877,124.385,-6.94690465927124,-1.3660635948181152
24878,124.39,-6.946163177490234,-1.3593525886535645
24879,124.395,-6.945404529571533,-1.3526434898376465
24880,124.4,-6.944629192352295,-1.3459362983703613
24881,124.405,-6.9438371658325195,-1.339231014251709
24882,124.41,-6.943027973175049,-1.3325278759002686
24883,124.415,-6.942111492156982,-1.3250916004180908
24884,124.42,-6.941189765930176,-1.3176484107971191
24885,124.425,-6.94026517868042,-1.3102055788040161
24886,124.43,-6.93933629989624,-1.3027632236480713
24887,124.435,-6.938403606414795,-1.2953214645385742
24888,124.44,-6.937467098236084,-1.2878800630569458
24889,124.445,-6.936526775360107,-1.2804391384124756
24890,124.45,-6.935582637786865,-1.2729988098144531
24891,124.455,-6.934634685516357,-1.2655588388442993
24892,124.46,-6.933682918548584,-1.2581193447113037
24893,124.465,-6.932727336883545,-1.2506804466247559
24894,124.47,-6.931767463684082,-1.2432420253753662
24895,124.475,-6.930804252624512,-1.2358040809631348
24896,124.48,-6.929837226867676,-1.2283666133880615
24897,124.485,-6.928866386413574,-1.2209296226501465
24898,124.49,-6.927891254425049,-1.2134931087493896
24899,124.495,-6.926912784576416,-1.206057071685791
24900,124.5,-6.925930500030518,-1.1986216306686401
24901,124.505,-6.9249444007873535,-1.1911866664886475
24902,124.51,-6.923954963684082,-1.183752179145813
24903,124.515,-6.922862529754639,-1.175581693649292
24904,124.52,-6.921781539916992,-1.1674022674560547
24905,124.525,-6.920712471008301,-1.1592211723327637
24906,124.53,-6.919655799865723,-1.151038408279419
24907,124.535,-6.918611526489258,-1.1428542137145996
24908,124.54,-6.91757869720459,-1.1346683502197266
24909,124.545,-6.916558265686035,-1.126481056213379
24910,124.55,-6.915550231933594,-1.118292212486267
24911,124.555,-6.914554119110107,-1.1101019382476807
24912,124.56,-6.913570404052734,-1.10191011428833
24913,124.565,-6.912598609924316,-1.0937168598175049
24914,124.57,-6.91163969039917,-1.085522174835205
24915,124.575,-6.9106926918029785,-1.0773260593414307
